trg prišnica|4|ploče
25. ožujka|1|baćina
trg ploča|1a|baćina
plinjanska|34|ploče
ulica vladimira nazora|1|ploče
ulica prišnica|1b|ploče
biokovska obala|7|ploče
vukovarska|6|ploče
put poljuće|10|baćina
stablinska|35|ploče
stablinska|7|ploče
put pline|4|ploče
oko jažve|12|ploče
stablinska|19|ploče
stablinska|13|ploče
primorska cesta|7e|ploče
put poljuće|12|baćina
put portine|13|baćina
kominska|1|ploče
crna rika|9|ploče
plinjanska|35|ploče
put poljuće|4a|baćina
staševačka|17|ploče
rogotinska|12|ploče
plinjanska|49|ploče
ulica kralja petra svačića|9|ploče
rogotinska|5|ploče
ulica vladimira nazora|2|ploče
put portine|2|baćina
rogotinska|2|ploče
ulica vladimira nazora|17|ploče
ulica vladimira nazora|39|ploče
stablinska|51|ploče
ulica vladimira nazora|6|ploče
ulica stjepana radića|10|ploče
stablinska|1c|ploče
obala neretljanskih gusara|6|ploče
crna rika|7a|ploče
biokovska obala|25|ploče
staševačka|20|ploče
stablinska|2a|ploče
put portine|2a|baćina
plinjanska|27|ploče
staševačka|46|ploče
biokovska obala|61|ploče
1. svibnja|2|baćina
ulica tina ujevića|16|ploče
ulica radoševa glavica|34|ploče
ulica vladimira nazora|9|ploče
trg kralja tomislava|7|ploče
put poljuće|16|baćina
biokovska obala|23|ploče
trg kralja tomislava|11|ploče
ulica stjepana radića|4|ploče
biokovska obala|49|ploče
trg bana josipa jelačića|6|ploče
put portine|28|baćina
bara|13|ploče
trg kralja tomislava|10|ploče
biokovska obala|9|ploče
put sladinca|2|baćina
žarkovača|2|baćina
ulica fra. andrije kačića-miošića|6|ploče
stablinska|15|ploče
velika bara|2a|baćina
put portine|14|baćina
ulica tina ujevića|14|ploče
barbirski put|13|ploče
vukovarska|17|ploče
ulica vladimira nazora|25|ploče
plinjanska|38|ploče
ulica silvija strahimira kranjčevića|2|ploče
gračka|1|ploče
stablinska|31|ploče
staševačka|12a|ploče
ulica vladimira nazora|27|ploče
biokovska obala|47a|ploče
trg ploča|3|baćina
stablinska|1a|ploče
put baćine|1|baćina
obala neretljanskih gusara|14|ploče
stablinska|6c|ploče
plinjanska|55|ploče
ulica tina ujevića|2|ploče
vukovarska|19|ploče
staševačka|18e|ploče
ulica radoševa glavica|13|ploče
plinjanska|17|ploče
primorska cesta|5|ploče
stablinska|12a|ploče
biokovska obala|63|ploče
plinjanska|22|ploče
plinjanska|36|ploče
barbirski put|3|ploče
trg kralja tomislava|17|ploče
stablinska|23|ploče
staševačka|29|ploče
put portine|7|baćina
ulica fra. luke vladimirovića|12|ploče
biokovska obala|65|ploče
staševačka|5|ploče
ulica vladimira nazora|16|ploče
staševačka|42|ploče
1. svibnja|12|baćina
biokovska obala|37|ploče
plinjanska|73|ploče
plinjanska|13|ploče
ulica vladimira nazora|35|ploče
stablinska|18|ploče
trg kralja tomislava|6|ploče
plinjanska|6|ploče
put portine|1a|baćina
dalmatinska|1a|ploče
vukovarska|13|ploče
gračka|5|ploče
ulica silvija strahimira kranjčevića|4|ploče
trg prišnica|1|ploče
ulica vladimira nazora|10|ploče
put portine|26|baćina
staševačka|18a|ploče
oko jažve|4|ploče
ulica kralja petra svačića|4a|ploče
barbirski put|4b|ploče
biokovska obala|33|ploče
prigradica|55|blato
prigradica|53|blato
prigradica|45|blato
lanište|4|sreser
prigradica|4a|blato
put narone|21/2|metković
prigradica|10b|blato
dragićeva|20|mlini
pločice|37|pločice
zelenić|6|sreser
91. ulica|6/2|blato
jaspričići|22|janjina
jaspričići|3|janjina
jaspričići|4|janjina
bara|9|janjina
bara|36|janjina
bara|34|janjina
bara|28|janjina
bara|66|janjina
bara|40|janjina
bara|10a|janjina
jaspričići|19|janjina
jaspričići|15|janjina
jaspričići|13|janjina
bara|82|janjina
bara|29|janjina
bara|24|janjina
ulica|47|78/1 vela luka
lanište|33|sreser
gornja ulica|9a|mali ston
uz tabor|1a|dubrovnik
podubrava|1h|brsečine
vladimira nazora|32|dubrovnik
vladimira nazora|30|dubrovnik
konjavac|9|orašac
rožat donji|9c|rožat
trstenička|12c|orebić
vinogradarska|28|nova mokošica
pržinovac|13|pržinovac
11. ulica|10a|blato
podgaj|14a|knežica
biokovska obala|69/1|ploče
biokovska obala|69|ploče
77. ulica|4|blato
jurja dalmatinca|5|ston
jurja dalmatinca|8|ston
široka|19|ston
široka|15|ston
jurja dalmatinca|3|ston
široka|17|ston
široka|19a|ston
drače|6|drače
na brijegu|13|orašac
na andriji|4|dubrovnik
na andriji|2|dubrovnik
na andriji|6|dubrovnik
kremena|80|kremena
karbuni|90|blato
zagrebačka|16/2|opuzen
put perčevića|33a|sreser
put perčevića|33|sreser
11. ulica|21|blato
molunat|101|molunat
molunat|100|molunat
molunat|102|molunat
molunat|108|molunat
molunat|107|molunat
molunat|106|molunat
molunat|109|molunat
molunat|92|molunat
molunat|66|molunat
molunat|41|molunat
molunat|39|molunat
molunat|22|molunat
molunat|14|molunat
molunat|23a|molunat
molunat|23|molunat
molunat|27a|molunat
molunat|27|molunat
podgradina|200|podgradina
braće radić|19|orebić
mitrovići|4|vitaljina
mitrovići|11a|vitaljina
ulica fra. luke vladimirovića|28|ploče
bana josipa jelačića|136/1|buk vlaka
bana josipa jelačića|136/3|buk vlaka
stani|14|vela luka
kračinići|3|gornja vrućica
luka|106|luka
brdasta|12b|dubrovnik
mravinca|5|mravinca
molunat|15a|molunat
dingač - borak|2|potomje
molunat|12|molunat
molunat|39a|molunat
molunat|63a|molunat
molunat|95a|molunat
molunat|114a|molunat
molunat|92a|molunat
molunat|28|molunat
molunat|91|molunat
molunat|28a|molunat
molunat|44a|molunat
molunat|40a|molunat
jurinovići|17|osobjava
rožat gornji|24|rožat
put perčevića|29|sreser
jaspričići|9|janjina
jaspričići|7|janjina
kroz potok|1|janjina
kroz potok|1/1|janjina
bara|1|janjina
bara|3|janjina
bara|5|janjina
bara|7|janjina
bara|11|janjina
bara|13|janjina
bara|15|janjina
bara|17|janjina
bara|23|janjina
bara|25|janjina
bara|21|janjina
bara|19|janjina
bara|8a|janjina
bara|4|janjina
bara|8|janjina
bara|6|janjina
bara|16|janjina
pod petračom|13|kupari
pod petračom|15|kupari
bara|18|janjina
bara|26|janjina
bara|30|janjina
bara|32|janjina
bara|38|janjina
bara|50|janjina
bara|46|janjina
bara|44|janjina
bara|48|janjina
bara|12|janjina
bara|52|janjina
bara|54|janjina
bara|64|janjina
bara|62|janjina
bara|56|janjina
bara|58|janjina
bara|60|janjina
bara|68|janjina
bara|70|janjina
bara|74|janjina
bara|76|janjina
bara|78|janjina
bara|31|janjina
bara|33|janjina
bara|72|janjina
molunat|39b|molunat
prolaz lukše beritića|4|ston
jaspričići|2a|janjina
jaspričići|2|janjina
jaspričići|18|janjina
jaspričići|12|janjina
jaspričići|10|janjina
jaspričići|6|janjina
jaspričići|8|janjina
jaspričići|14|janjina
jaspričići|16|janjina
jaspričići|20|janjina
jaspričići|24|janjina
jaspričići|5|janjina
jaspričići|21|janjina
krajev put|16|janjina
jaspričići|17|janjina
jaspričići|11|janjina
janjina|8|janjina
pod brašinom|17|brašina
put od oboda|28|cavtat
dingač - potočine|12|potomje
luka|172|šipanska luka
luka|54|luka
85. ulica|24/1|blato
ulica|31|41 vela luka
dinka fabrisa|3a|trpanj
kod crkve|2b|gornji brgat
kod crkve|2|gornji brgat
67. ulica|7/3|blato
duba konavoska|4|duba konavoska
dolina|17|janjina
dolina|19|janjina
dolina|21|janjina
dolina|25|janjina
dolina|13/1|janjina
dolina|13/2|janjina
dolina|13/3|janjina
dolina|12|janjina
dolina|10|janjina
dolina|8|janjina
dolina|6|janjina
dolina|9|janjina
dolina|7|janjina
dolina|11|janjina
duba konavoska|3|duba konavoska
dolina|48|janjina
dolina|15|janjina
dolina|3|janjina
dolina|3/1|janjina
dolina|2a|janjina
dolina|44a|janjina
dolina|1|janjina
plinska|1a|peračko blato
gornja ulica|8a|mali ston
dežulovići|6|janjina
dežulovići|4|janjina
dežulovići|2|janjina
dežulovići|8|janjina
dežulovići|22|janjina
dežulovići|16|janjina
dežulovići|30|janjina
dežulovići|26|janjina
dežulovići|28|janjina
dežulovići|24|janjina
dežulovići|12|janjina
dežulovići|41|janjina
dežulovići|13|janjina
dežulovići|27|janjina
dežulovići|33|janjina
dežulovići|35|janjina
dežulovići|31|janjina
dežulovići|15|janjina
dežulovići|37/1|janjina
dežulovići|37|janjina
drače|36|drače
drače|34|drače
drače|38|drače
drače|40|drače
put oklada|21|mandaljena
na vodi|1a|trsteno
dežulovići|43|janjina
dežulovići|47|janjina
dežulovići|49/1|janjina
dežulovići|14|janjina
dežulovići|18|janjina
doljani|18b|osojnik
dežulovići|7|janjina
dežulovići|3|janjina
dežulovići|11|janjina
dežulovići|5|janjina
dežulovići|19|janjina
dežulovići|23|janjina
dežulovići|25|janjina
dežulovići|29|janjina
dežulovići|39|janjina
dežulovići|49|janjina
dežulovići|45|janjina
ogarići|15a|komolac
dežulovići|51|janjina
dežulovići|10|janjina
dežulovići|20|janjina
dežulovići|1|janjina
dežulovići|9|janjina
dežulovići|17|janjina
dežulovići|21|janjina
pod humac|1c|zvekovica
pod humac|1d|zvekovica
prišlići|3|janjina
prišlići|1|janjina
prišlići|26|janjina
prišlići|40|janjina
prišlići|61|janjina
prišlići|75|janjina
prišlići|55|janjina
prišlići|27|janjina
prišlići|29|janjina
prišlići|35|janjina
prišlići|39|janjina
blato|14|kupari
blato|14a|kupari
lovorna|23|kručica
prišlići|2|janjina
prišlići|4|janjina
gornje obuljeno|21|gornje obuljeno
prišlići|50|janjina
prišlići|49|janjina
prišlići|31|janjina
prišlići|9|janjina
prišlići|11|janjina
prišlići|23|janjina
prišlići|25|janjina
prišlići|37|janjina
prišlići|51|janjina
prišlići|53|janjina
prišlići|59|janjina
89. ulica|6|blato
dolina|40|janjina
kremena|10|kremena
kremena|11|kremena
prišlići|75/1|janjina
kremena|10/1|kremena
prišlići|77|janjina
prišlići|32|janjina
prišlići|19|janjina
prišlići|21|janjina
prišlići|37/1|janjina
prišlići|57|janjina
prišlići|63/1|janjina
prišlići|65|janjina
prišlići|77/1|janjina
prišlići|81|janjina
prišlići|4/1|janjina
prišlići|8|janjina
prišlići|38|janjina
prišlići|48|janjina
triporte|45|vela luka
donje selo|11a|radovčići
luka|107|šipanska luka
luka|146|šipanska luka
luka|146a|šipanska luka
luka|146b|šipanska luka
put radovine|30|buići
na andriji|8|dubrovnik
na jazu|10|brsečine
prišlići|5|janjina
prišlići|7|janjina
prišlići|13|janjina
prišlići|15|janjina
prišlići|17|janjina
prišlići|33|janjina
prišlići|41|janjina
prišlići|43|janjina
prišlići|71|janjina
prišlići|63|janjina
prišlići|77/2|janjina
prišlići|79|janjina
prišlići|10|janjina
prišlići|12|janjina
prišlići|16|janjina
prišlići|14|janjina
prišlići|18|janjina
prišlići|22|janjina
prišlići|20|janjina
prišlići|24|janjina
prišlići|6|janjina
prišlići|6/2|janjina
prišlići|6/1|janjina
prišlići|12/1|janjina
6. ulica|26|blato
ulica kalafata|11|korčula
violići|1|osojnik
prišlići|67|janjina
prišlići|69|janjina
gornje selo|3|janjina
gornje selo|1|janjina
gornje selo|9|janjina
gornje selo|11|janjina
gornje selo|19|janjina
gornje selo|25|janjina
donje selo|17|radovčići
prišlići|46|janjina
janjina|42|janjina
prišlići|44|janjina
put za pobrežje|11|mokošica
opuzenske bojne|6/3|opuzen
mandarinska|30|opuzen
put stjepana radića|2b|plat
kralja tomislava|2|orebić
kralja tomislava|2a|orebić
gornje selo|35|janjina
gornje selo|35/1|janjina
gornje selo|34|janjina
gornje selo|2|janjina
gornje selo|10|janjina
gornje selo|12|janjina
gornje selo|14|janjina
gornje selo|20|janjina
gornje selo|18|janjina
gornje selo|28|janjina
gornje selo|42|janjina
gornje selo|44|janjina
gornje selo|52|janjina
gornje selo|54|janjina
gornje selo|62/1|janjina
gornje selo|62|janjina
gornje selo|17|janjina
gornje selo|33|janjina
gornje selo|37|janjina
gornje selo|39|janjina
gornje selo|41|janjina
gornje selo|4|janjina
gornje selo|16|janjina
gornje selo|26|janjina
rudine|1|smokovljani
1. ulica|6/2|blato
fra ambroza testena|6|orebić
luža|11|lastovo
1. ulica|6/3|blato
101. ulica|3|blato
seoce|1|brotnice
ulica ruđera boškovića|4|ploče
luža|4|dubrovnik
lučarica|1|dubrovnik
zeljarica|3|dubrovnik
cvijete zuzorić|1|dubrovnik
barbirski put|11|ploče
barbirski put|9|ploče
barbirski put|8|ploče
barbirski put|12|ploče
barbirski put|10|ploče
barbirski put|7|ploče
jelići|15|plat
ulica biskupije|4|korčula
donja ljuta|34|ljuta
put od oboda|28a|cavtat
od gale|12|dubrovnik
od gale|10|dubrovnik
antuninska|13|dubrovnik
antuninska|11|dubrovnik
antuninska|9|dubrovnik
antuninska|7|dubrovnik
prijeko|26|dubrovnik
22. lipnja 1941. - početak antifašističke borbe hrvatskog naroda|17|korčula
pobrežje|15|pobrežje
od greba žudioskih|3|dubrovnik
od škara|15|dubrovnik
bara|1|ploče
bara|15a|ploče
bara|19|ploče
bara|11|ploče
bara|7b|ploče
bara|9a|ploče
bara|21|ploče
bara|1a|ploče
bara|7a|ploče
bara|23|ploče
bara|25|ploče
bara|15|ploče
bara|1b|ploče
bara|9|ploče
bara|17|ploče
trg sv. marka|7|korčula
ulica marka andrijića|1|korčula
ulica marka andrijića|7|korčula
trg sv. marka|6|korčula
ulica biskupije|2|korčula
ulica marka andrijića|3|korčula
ulica marka andrijića|5|korčula
ante topića-mimare|38|dubrovnik
ante topića-mimare|40|dubrovnik
put baćine|7|baćina
gornje selo|30|janjina
gornje selo|30/1|janjina
gornje selo|32|janjina
gornje selo|46|janjina
gornje selo|48|janjina
gornje selo|50|janjina
gornje selo|56|janjina
gornje selo|60|janjina
gornje selo|58|janjina
gornje selo|66|janjina
gornje selo|68|janjina
plandište|3|sreser
plandište|1|sreser
plandište|4|sreser
plandište|2|sreser
osredak|3|sreser
osredak|1|sreser
osredak|5|sreser
osredak|7|sreser
osredak|6|sreser
carevići|5|sreser
carevići|15|sreser
brnjine|17a|čelopeci
put sv. ilije|39|čibača
1. svibnja|4|baćina
1. svibnja|3|baćina
1. svibnja|11|baćina
1. svibnja|10|baćina
1. svibnja|6|baćina
velika bara|2|baćina
1. svibnja|8|baćina
93. ulica|4|blato
selo karmen|10|podgorje
zrinjsko-frankopanska|4|orebić
ulica|69|61a vela luka
prigradica|106a|blato
primorska cesta|1|ploče
primorska cesta|3|ploče
od hladnice|1|dubrovnik
od hladnice|1a|dubrovnik
gornje selo|31|janjina
janjina|43|janjina
plinjanska|33a|ploče
plinjanska|33|ploče
smokovjenac|13|soline
ulica ruđera boškovića|1|ploče
zagrebačka|3/1|opuzen
ulica radoševa glavica|2|ploče
ulica iva lozice|3|korčula
put pline|12|ploče
put pline|8|ploče
plinjanska|59|ploče
tudorovica|2c|vela luka
plinjanska|61|ploče
stablinska|10|ploče
stablinska|37|ploče
put pline|10|ploče
vukovarska|5|kupari
bara|2|janjina
gornje selo|44a|janjina
gornje selo|64|janjina
gornje selo|13|janjina
drače|19|drače
gornje selo|40|janjina
osredak|2|sreser
poljice|23|orašac
poljice|18a|orašac
poljice|18|orašac
na jazu|8|brsečine
stablinska|43|ploče
stablinska|45|ploče
plinjanska|32|ploče
plinjanska|30|ploče
plinjanska|32a|ploče
stablinska|39|ploče
stablinska|41|ploče
stablinska|12c|ploče
stablinska|12b|ploče
stablinska|65a|ploče
stablinska|65b|ploče
šetalište frana kršinića|27|korčula
stablinska|63|ploče
stablinska|65|ploče
janska|16|banići
vidonje|7|vidonje
put portine|10|baćina
plinjanska|9|ploče
plinjanska|11|ploče
pod glavicu|3|lastovo
pod glavicu|3a|lastovo
put sladinca|1|baćina
baćinska jezera|2|baćina
baćinska jezera|23|baćina
baćinska jezera|25|baćina
baćinska jezera|27|baćina
baćinska jezera|29|baćina
baćinska jezera|31|baćina
gornje selo|24|janjina
bara|5|ploče
bara|3|ploče
bara|7|ploče
ulica|1|6 vela luka
ulica|63|11 vela luka
ulica|63|11/1 vela luka
bosanka|39|bosanka
bosanka|37|bosanka
na komardi|28|orašac
prišlići|6/3|janjina
plinjanska|19|ploče
dolac|30|lastovo
90. ulica|38/1|blato
mlinska|4|peračko blato
93. ulica|16/5|blato
put don antuna kriletića|18c|mandaljena
zaglav|8|blato
baćinska jezera|9|baćina
zabrežje|93c|babino polje
put od cavtata|22c|cavtat
put od cavtata|22b|cavtat
plosni rat|3a|cavtat
obala iva kuljevana|55|lopud
baćinska jezera|11|baćina
pera budmanija|16|dubrovnik
glavna cesta|1|ploče
skakala|2|peračko blato
skakala|16|peračko blato
skakala|5|peračko blato
stjepana radića|51a|cavtat
prodanići|19|osojnik
dekovići|24|trpanj
nikole božidarevića|7|kručica
donje kuće|29|trpanj
ferri juraj|2|trpanj
mlinska|5|peračko blato
mlinska|34|peračko blato
put jezera|6|peračko blato
put jezera|13|peračko blato
put lučice|50|lastovo
put lučice|22|lastovo
3. ulica|29a|blato
gromača|5a|gromača
put jezera|2|peračko blato
put jezera|4|peračko blato
plinska|7|peračko blato
plinska|1|peračko blato
perna|6|podgorje
lapačine|2|makoše
vardari|14|makoše
ulica zrinjskih i frankopana|117/1|metković
grudska|4|dubrovnik
grudska|2|dubrovnik
pelješka|5|dubrovnik
pelješka|7|dubrovnik
družijanići|7|plina jezero
karasovići|10|palje brdo
štrbići-janjići|4|plina jezero
štrbići-janjići|2|plina jezero
štrbići-janjići|6|plina jezero
štrbići-janjići|17|plina jezero
štrbići-janjići|19|plina jezero
crepina ii|20|buk vlaka
kralja tomislava|18|trpanj
kralja tomislava|16|trpanj
kralja tomislava|14|trpanj
kralja tomislava|12|trpanj
crepina i|9|buk vlaka
ulica|3|24/12 vela luka
prižba|126a|blato
mravinjac|12|mravinjac
mravinjac|15|mravinjac
kralja zvonimira|44a|orebić
39. ulica|4|blato
za gosparevo|39|mokošica
za gosparevo|40|mokošica
pelegrin|6|vela luka
trstenička|12|orebić
kokoti|11|popovići
buići|1|buići
put dr. ante starčevića|32|brašina
put dr. ante starčevića|32a|brašina
sršenovići|27|babino polje
sršenovići|29|babino polje
sršenovići|28|babino polje
mihajla viševića|7|ston
restićeva|6|dubrovnik
restićeva|8|dubrovnik
restićeva|10|dubrovnik
restićeva|4|dubrovnik
restićeva|2|dubrovnik
gradićevo|1|mokošica
kraj rat|28b|sreser
gradina|11f|vela luka
tor|12|knežica
zasaca|32|trpanj
dubravica|5|stanković
dingač - borak|31|potomje
mihajla viševića|5|ston
široka|13a|ston
tušići|15|gruda
tušići|14|gruda
šet. kr. p. krešimira iv|27|orebić
ulica andrije hebranga|13|metković
bara|10|janjina
bara|10/1|janjina
bosanka|49a|bosanka
luka|70|luka
popolica|22|mlini
prigradica|86/1|blato
luka|103|luka
luka|102|luka
međine|12|mlini
put radovine|23|buići
prigradica|30|blato
triporte|23a|vela luka
prantrnovo|10/1|opuzen
gračka|9|ploče
s. s. kranjčevića|38|orebić
put stanković|17|stanković
ulica korčulanskih bratovština|3|korčula
dol|110|sreser
uz skaline|14|mokošica
put dr. josipa lučića|24a|buići
karbuni|17/2|blato
naguitići|2|osojnik
otok badija|1|korčula
lapačine|1a|makoše
štikovica|110|zaton
bilo polje|2|podgorje
gornje čelo|39|koločep
gornje čelo|40|koločep
lovorno|11c|lovorno
32. ulica|49|blato
pod bračevo brdo|3|orašac
90. ulica|30|blato
podobuče|8|podobuče
podobuče|9|podobuče
podobuče|10|podobuče
napoleonov put|40|orebić
celestinov put|30|orebić
put podvlaštica|32|stanković
put podvlaštica|30|stanković
nikole božidarevića|21|kručica
ulica jakova baničevića|8a|korčula
ulica jakova baničevića|8|korčula
sriserski put|20|sreser
sriserski put|30|sreser
šetalište dr. franja tuđmana|16|srebreno
gruda|65|gruda
marka marulića|6|orebić
zavlaka|3|sreser
zavlaka|11|sreser
zavlaka|9|sreser
zavlaka|5|sreser
zavlaka|7|sreser
sobra|34|sobra
barbirski put|4a|ploče
barbirski put|4a/1|ploče
gabrica|13|vela luka
