ulica alojzija stepinca|9/1|metković
ulica alojzija stepinca|9/4|metković
podubrava|1e|brsečine
90. ulica|66/4|blato
90. ulica|66/6|blato
ulica|41|2 vela luka
lujaci|3|orašac
lujaci|2|orašac
frana supila|10b|dubrovnik
gornji kono|15|dubrovnik
put radeš njive|12|sreser
put radeš njive|10|sreser
poljice|13|orašac
bartola kašića|21|nova mokošica
vinogradarska|14|nova mokošica
put sv. antuna|16|korčula
put sv. antuna|14|korčula
hodilje|61|hodilje
81. ulica|9|blato
1. ulica|73|blato
triporte|9|vela luka
triporte|9/1|vela luka
od nuncijate|34a|dubrovnik
rožat gornji|1a|rožat
ulica|41|11b korčula
uvala divna|8|donja vrućica
gorica|1c|ston
na rijeci|30|čelopeci
kremena|73|kremena
1. ulica|3/7|blato
69. ulica|2/1|blato
dingač - borak|3|potomje
73. ulica|5/1|blato
73. ulica|5/5|blato
kremena|71/1|kremena
potirna|75b|potirna
selo gurići|4|podgorje
selo gurići|3|podgorje
selo gurići|4a|podgorje
94. ulica|10|blato
94. ulica|10/1|blato
79. ulica|2|blato
zasaca|20|trpanj
ruđera boškovića|20|čibača
primorska|4|dubrovnik
primorska|2|dubrovnik
80. ulica|1|blato
rožat gornji|55|rožat
ulica|92|3 korčula
mikulići|19|mikulići
obala|1|6 vela luka
obala|1|5 vela luka
obala|1|4 vela luka
ulica|23|4/3 vela luka
ulica|23|4/2 vela luka
ulica|23|4/1 vela luka
lukše beritića|1|dubrovnik
put od bosanke|7|dubrovnik
podgaj|21|knežica
od fontane|12|mokošica
za kontralovo|3|mokošica
narikla|36|lopud
narikla|40|lopud
narikla|34|lopud
prigradica|86|blato
prigradica|86a|blato
uz stari put|23|zvekovica
konštari|6|zamaslina
marina kneževića|23b|gornje obuljeno
zamaslina|14a|zamaslina
dragovoda|22|uble
don stjepana batinovića|5|čibača
doljani|20b|osojnik
novačići|33|gornja vrućica
mokalo|14a|stanković
luka|161|šipanska luka
luka|165|šipanska luka
luka|96|šipanska luka
masarykov put|8|dubrovnik
jurinovići|11|osobjava
jurinovići|19|osobjava
mihanići|11|mihanići
ulica|40|8 vela luka
ulica|40|8/1 vela luka
međine|33|mlini
grgurići|12c|slano
zrinjsko-frankopanska|99/1|opuzen
zrinjsko-frankopanska|101/1|opuzen
zrinjsko-frankopanska|103/1|opuzen
put bana josipa jelačića|36a|brašina
mihanići|13a|mihanići
čajkovica nova|1|čajkovica
zaglav|25|blato
stjepana radića|98|cavtat
88. ulica|2|blato
janjinska|15a|dubrovnik
dr. eduarda miloslavića|1a|kupari
lovorna|50|kručica
na rivi|11|prijevor
ulica|47|78 vela luka
gršćica vela|4e|blato
stračinčica|9|vela luka
puhijera|4b|suđurađ
put od osojnika|47c|mokošica
put od osojnika|47|mokošica
milakov do|15|pobrežje
mirina|5a|petrovo selo
mirina|5|petrovo selo
mirina|3a|petrovo selo
mišići|22|čibača
81. ulica|6|blato
vrelo - njirići|4|ljuta
uz stari put|3|zvekovica
hladnica|25|knežica
bulet|30a|zaton
na pržini|14|orašac
ulica|11|49 vela luka
liechtensteinov put|3|dubrovnik
mihanići|8|mihanići
mihanići|9|mihanići
mihanići|7|mihanići
vrbica|23a|zaton
vrbica|23b|zaton
petra krešimira iv|50|dubrovnik
frana supila|55|dubrovnik
put za pobrežje|34|mokošica
put za pobrežje|40|mokošica
put za pobrežje|32|mokošica
put za pobrežje|42|mokošica
plokata 19. travnja|1921|9 korčula
plokata 19. travnja|1921|10 korčula
ulica hrvatske bratske zajednice|6|korčula
trg petra šegedina|2|korčula
put od osojnika|31|mokošica
klovića|8|sustjepan
klovića|6|sustjepan
sustjepanska obala|21a|sustjepan
marina kneževića|34|nova mokošica
marina kneževića|30|nova mokošica
marina kneževića|32|nova mokošica
marina kneževića|26|nova mokošica
marina kneževića|28|nova mokošica
ulica|68|11 vela luka
ulica|68|12 vela luka
kozarina|3|mlini
gradina|114|vela luka
grudska|8|dubrovnik
grudska|6|dubrovnik
kneza damjana jude|12|dubrovnik
pera budmanija|4|dubrovnik
vlaha paljetka|13|dubrovnik
vlaha paljetka|15|dubrovnik
vlaha paljetka|11|dubrovnik
gradina|49a|vela luka
šetalište kralja zvonimira|17|dubrovnik
put bruna bušića|23|brašina
grgurići|96b|slano
od čempresa|3|dubrovnik
ivana mažuranića|26|dubrovnik
ivana mažuranića|22|dubrovnik
ivana mažuranića|24|dubrovnik
ivana mažuranića|28|dubrovnik
dr. roka mišetića|5|dubrovnik
lazarina|15|dubrovnik
šetalište dr. franja tuđmana|27|srebreno
gornja ljuta|1a|ljuta
lazine|58|čelopeci
od gaja|25|dubrovnik
kalac|5|brsečine
kalac|5a|brsečine
ljudevita gaja|32|orebić
ivana gundulića|28|orebić
prižba|138|blato
ulica|5|100 vela luka
plitvine|10|vela luka
ulica|1|62a vela luka
ulica|1|62d vela luka
ulica|1|62c vela luka
ulica|1|62f vela luka
ulica|1|62h vela luka
ulica|1|62b vela luka
ulica|1|62i vela luka
ulica|1|62g vela luka
ulica|1|62e vela luka
put jurjeve|2|pasadur
put lučice|36|lastovo
cvjetno naselje|26|korčula
ulica|53|8/1 vela luka
šet. kneza domagoja|37|orebić
gruda|166|gruda
put dragovoljaca domovinskog rata|134|mandaljena
gornje selo|15|radovčići
put od osojnika|16|mokošica
kremena|42|kremena
srebrenska|4|dubrovnik
obala ohmučevića|11|slano
od gaja|13|dubrovnik
od gaja|13a|dubrovnik
norinska|43|metković
hodilje|52a|hodilje
banići|32|banići
zabrežje|9|majkovi
zabrežje|9a|majkovi
zabrežje|7|majkovi
suđurađ|2c|suđurađ
suđurađ|2d|suđurađ
bačev do|31a|gruda
uz jadransku cestu|76|mokošica
primorska|2a|dubrovnik
put dr. ante starčevića|122|kupari
stjepana radića|8|cavtat
ulica eugena kvaternika|38|metković
gornja podgora|6|podgora
70. ulica|11|blato
osredina|12|majkovi
ulica giunio|16|korčula
ulica|56|5 vela luka
ulica|56|3/1 vela luka
za sutvarom|8|gornji brgat
za sutvarom|10|gornji brgat
komolac|8|komolac
put zaborča|1|trpanj
put zaborča|3|trpanj
komolac|8a|komolac
bana j. jelačića|82a|orebić
donja banda|6c|orašac
ivana gundulića|14a|orebić
od gaja|2a|dubrovnik
od čempresa|1|dubrovnik
put čajkovice|3|čajkovica
kod svetog luke|3|petrača
antuna mihanovića|39|cavtat
stjepana radića|17|cavtat
podgaj|22|knežica
suđurađ|23|suđurađ
molunat|32|molunat
kliševska|13|dubrovnik
lovorino|20|osojnik
65. ulica|54/1|blato
65. ulica|56/4|blato
puljani|20|plina jezero
65. ulica|56/5|blato
gornji obod i|3|cavtat
prigradica|16e|blato
podumane|16b|mokošica
podumane|16a|mokošica
podumane|16c|mokošica
strossmayerova|4|dubrovnik
morter|21|brsečine
žrnjak|8|dubravica
žrnjak|7|dubravica
žrnjak|6|dubravica
žrnjak|8a|dubravica
poljana ruđera boškovića|3|dubrovnik
poljana ruđera boškovića|1|dubrovnik
poljana ruđera boškovića|2|dubrovnik
kneza hrvaša|2|dubrovnik
bunićeva poljana|1|dubrovnik
poljana ruđera boškovića|4|dubrovnik
kneza hrvaša|6|dubrovnik
kneza hrvaša|4|dubrovnik
prodanići|5|osojnik
zaglav|24|blato
radešići|8|stanković
radešići|8a|stanković
zadublje|41|babino polje
hodiljska|1|dubrovnik
hodiljska|1a|dubrovnik
put braće mihanović|24|ston
pjevor|15|lastovo
put bana josipa jelačića|62|brašina
ulica|21|7/5 vela luka
put braće radića|18|mlini
podgaj|5b|čajkovica
ulica|21|7/10 vela luka
od kolorine|9|dubrovnik
gornji kono|30b|dubrovnik
stolačka|1a|dubrovnik
zakula|9|čelopeci
banići|40|banići
lovorino|2a|osojnik
šet. kneza domagoja|47a|orebić
ulica|58|5/1 vela luka
ulica|56|2/1 vela luka
ulica|58|3 vela luka
ulica|58|5 vela luka
ulica|56|2/2 vela luka
branitelja dubrovnika|34|dubrovnik
branitelja dubrovnika|36|dubrovnik
lazine|52a|čelopeci
bana josipa jelačića|1c|stanković
36. ulica|7|blato
65. ulica|48/1|blato
65. ulica|48/3|blato
67. ulica|7/1|blato
67. ulica|7/2|blato
65. ulica|48/2|blato
žukova|51|vela luka
vukovarska|16|kupari
83. ulica|8|blato
put dr. ante starčevića|119b|kupari
podljut|3|orašac
podljut|2|orašac
podljut|1|orašac
pečarica|10|dubrovnik
strossmayerova|10|dubrovnik
strossmayerova|8|dubrovnik
pečarica|8|dubrovnik
tmušasta|2|dubrovnik
strossmayerova|12|dubrovnik
nikole božidarevića|20|dubrovnik
uz jadransku cestu|74|mokošica
od šunja|19b|lopud
koločepska|3|dubrovnik
čajkovica nova|3|čajkovica
mišići|24|čibača
zadublje|40|babino polje
gundulićeva|8|cavtat
gundulićeva|6|cavtat
žudioska|5|dubrovnik
baćinska jezera|54|baćina
žrtava fašizma|25|baćina
žrtava fašizma|10|baćina
put sladinca|15|baćina
hrvatskog preporoda|2a|baćina
baćinska jezera|82a|baćina
baćinska jezera|36|baćina
baćinska jezera|35|baćina
put sladinca|11|baćina
put sladinca|23|baćina
baćinska jezera|37|baćina
žrtava fašizma|18|baćina
baćinska jezera|62|baćina
put sladinca|20|baćina
baćinska jezera|94|baćina
žrtava fašizma|25a|baćina
hrvatskog preporoda|7|baćina
hrvatskog preporoda|4|baćina
baćinska jezera|88|baćina
žrtava fašizma|16|baćina
baćinska jezera|64|baćina
put sladinca|10|baćina
put malih bara|5|baćina
baćinska jezera|1|baćina
baćinska jezera|24|baćina
baćinska jezera|23a|baćina
baćinska jezera|13|baćina
hrvatskog preporoda|2|baćina
put peračkog blata|1|baćina
put malih bara|2|baćina
žrtava fašizma|12|baćina
put sladinca|18|baćina
baćinska jezera|84|baćina
baćinska jezera|60|baćina
baćinska jezera|22|baćina
baćinska jezera|21b|baćina
baćinska jezera|6|baćina
baćinska jezera|17|baćina
put sladinca|6|baćina
baćinska jezera|19|baćina
baćinska jezera|7|baćina
žrtava fašizma|29|baćina
žrtava fašizma|2|baćina
put malih bara|7|baćina
baćinska jezera|78a|baćina
put sladinca|16|baćina
baćinska jezera|86b|baćina
baćinska jezera|28|baćina
žrtava fašizma|21|baćina
baćinska jezera|42|baćina
put sladinca|14|baćina
baćinska jezera|5|baćina
žrtava fašizma|11|baćina
baćinska jezera|82|baćina
žrtava fašizma|25b|baćina
put sladinca|7|baćina
baćinska jezera|46|baćina
žrtava fašizma|6|baćina
baćinska jezera|15b|baćina
put peračkog blata|3a|baćina
baćinska jezera|38|baćina
žrtava fašizma|17|baćina
baćinska jezera|74|baćina
baćinska jezera|30|baćina
put sladinca|13|baćina
baćinska jezera|48|baćina
baćinska jezera|15a|baćina
put klokuna|2|baćina
baćinska jezera|18|baćina
baćinska jezera|90|baćina
put sladinca|5|baćina
žrtava fašizma|8|baćina
baćinska jezera|15|baćina
baćinska jezera|78|baćina
baćinska jezera|14|baćina
baćinska jezera|70|baćina
baćinska jezera|52|baćina
žrtava fašizma|19|baćina
put sladinca|24|baćina
put klokuna|4|baćina
baćinska jezera|92|baćina
baćinska jezera|68|baćina
baćinska jezera|44|baćina
žrtava fašizma|22|baćina
put malih bara|4|baćina
baćinska jezera|72|baćina
put sladinca|12|baćina
baćinska jezera|20|baćina
žrtava fašizma|15|baćina
baćinska jezera|58|baćina
put sladinca|4|baćina
baćinska jezera|3|baćina
baćinska jezera|10|baćina
baćinska jezera|32|baćina
baćinska jezera|66|baćina
žrtava fašizma|13|baćina
put sladinca|17|baćina
baćinska jezera|33|baćina
put peračkog blata|3|baćina
žrtava fašizma|1|baćina
baćinska jezera|4|baćina
žrtava fašizma|3|baćina
hrvatskog preporoda|5a|baćina
put sladinca|9|baćina
baćinska jezera|40|baćina
put malih bara|3|baćina
baćinska jezera|26a|baćina
put sladinca|19|baćina
baćinska jezera|56|baćina
put malih bara|6|baćina
baćinska jezera|12|baćina
hrvatskog preporoda|6|baćina
baćinska jezera|34|baćina
baćinska jezera|21|baćina
baćinska jezera|21a|baćina
žrtava fašizma|9|baćina
baćinska jezera|86c|baćina
hrvatskog preporoda|5|baćina
put jezera|4a|peračko blato
baćinska jezera|30a|baćina
baćinska jezera|16|baćina
baćinska jezera|86|baćina
baćinska jezera|80|baćina
baćinska jezera|8|baćina
put sladinca|22|baćina
žrtava fašizma|27|baćina
žrtava fašizma|23|baćina
baćinska jezera|50|baćina
baćinska jezera|26|baćina
žrtava fašizma|16b|baćina
baćinska jezera|76|baćina
put sladinca|3|baćina
put sladinca|21|baćina
prigradica|102/6|blato
lovorino|12a|osojnik
prižba|80|blato
ivana zajca|8|dubrovnik
uz jadransku cestu|36a|mokošica
uz jadransku cestu|36|mokošica
morter|5a|brsečine
maestra đela jusića|34|dubrovnik
maestra đela jusića|40|dubrovnik
maestra đela jusića|38|dubrovnik
puzljiva|5|dubrovnik
od rupa|2|dubrovnik
obodska|4|dubrovnik
obodska|2|dubrovnik
ratac|13|majkovi
ratac|24|majkovi
ratac|25|majkovi
kručica|6|uble
dr. ante starčevića|56|orebić
dr. ante starčevića|56a|orebić
mravinjac|23|mravinjac
obala pomoraca|16|orebić
obala pomoraca|18a|orebić
obala pomoraca|18|orebić
obala|2|31 vela luka
ulica|5|35 vela luka
obala|2|29 vela luka
obala|2|28 vela luka
nikole tesle|1/2|metković
nikole tesle|1/4|metković
obala dr. franje tuđmana|24a|orebić
obala iva kuljevana|19|lopud
obala iva kuljevana|18|lopud
put sv. ilije|36|čibača
lovorno polje|21a|lovorno
broce|66|broce
šetalište frana kršinića|22|korčula
šetalište frana kršinića|22a|korčula
gršćica vela|24|blato
uz jadransku cestu|42|mokošica
tudorovica|2b|vela luka
vinogradarska|16|nova mokošica
vinogradarska|12|nova mokošica
vinogradarska|18|nova mokošica
ulica zrinjskih i frankopana|39/1|metković
ulica zrinjskih i frankopana|39/2|metković
kozarica|7|kozarica
put za pobrežje|50a|mokošica
tušići|2a|gruda
od nuncijate|75b|dubrovnik
starčevićeva obala|3a|zaton
primorska|1|dubrovnik
primorska|7b|dubrovnik
grujica|43|plat
škrabalići|14|popova luka
put hodilja|4|mali ston
donje selo|11|radovčići
pionirska|4|dubrovnik
andrije hebranga|75a|dubrovnik
od izvora|74|nova mokošica
obala|1|17 vela luka
put baćine|5b|baćina
obala neretljanskih gusara|8|ploče
trg ploča|1|baćina
stablinska|3|ploče
stablinska|27|ploče
ulica radoševa glavica|30|ploče
plinjanska|39|ploče
ulica vladimira nazora|22|ploče
ulica radoševa glavica|11|ploče
ulica stjepana radića|1|ploče
put poljuće|14|baćina
staševačka|18|ploče
stablinska|33|ploče
oko jažve|16|ploče
stablinska|69|ploče
vukovarska|3|ploče
primorska cesta|7c|ploče
ulica prišnica|6|ploče
ulica tina ujevića|4|ploče
trg kralja tomislava|5|ploče
staševačka|34|ploče
trg bana josipa jelačića|2|ploče
stablinska|5|ploče
ulica fra. luke vladimirovića|6|ploče
put portine|20|baćina
stablinska|24|ploče
plinjanska|1|ploče
put poljuće|16a|baćina
ulica vladimira nazora|12a|ploče
plinjanska|63a|ploče
barbirski put|5|ploče
plinjanska|45|ploče
ulica stjepana radića|3|ploče
staševačka|1|ploče
obala dr. franje tuđmana|3|ploče
stablinska|61|ploče
plinjanska|63c|ploče
stablinska|71|ploče
ulica prišnica|4|ploče
trg prišnica|5|ploče
stablinska|47|ploče
ulica radoševa glavica|16|ploče
stablinska|57|ploče
ulica tina ujevića|5|ploče
ulica radoševa glavica|28|ploče
plinjanska|43|ploče
stablinska|6|ploče
primorska cesta|7|ploče
ulica fra. luke vladimirovića|14a|ploče
rogotinska|8|ploče
ulica vladimira nazora|33|ploče
put poljuće|13|baćina
stablinska|22|ploče
ulica tina ujevića|8|ploče
obala neretljanskih gusara|12|ploče
trg kralja tomislava|19|ploče
plinjanska|63b|ploče
ulica vladimira nazora|7|ploče
plinjanska|47|ploče
oko jažve|10|ploče
stablinska|21|ploče
vukovarska|7|ploče
ulica radoševa glavica|28a|ploče
trg prišnica|6|ploče
ulica radoševa glavica|10|ploče
velika bara|8|baćina
plinjanska|5a|ploče
ulica radoševa glavica|4|ploče
ulica vladimira nazora|12|ploče
vukovarska|9|ploče
biokovska obala|57|ploče
stablinska|1e|ploče
staševačka|28|ploče
staševačka|13|ploče
ulica fra. luke vladimirovića|16|ploče
trg kralja tomislava|2|ploče
ulica kralja petra svačića|6|ploče
biokovska obala|39|ploče
staševačka|24|ploče
plinjanska|51|ploče
biokovska obala|75|ploče
put portine|15|baćina
biokovska obala|59|ploče
put pline|14|ploče
ulica stjepana radića|6|ploče
vukovarska|25a|ploče
primorska cesta|7a|ploče
ulica ruđera boškovića|8|ploče
ulica vladimira nazora|53|ploče
staševačka|19|ploče
plinjanska|16|ploče
plinjanska|21c|ploče
barbirski put|17|ploče
staševačka|38|ploče
ulica radoševa glavica|12|ploče
ulica vladimira nazora|15|ploče
velika bara|7|baćina
stablinska|14|ploče
put poljuće|5|baćina
trg ploča|4|baćina
ulica kralja petra svačića|5|ploče
put baćine|3|baćina
stablinska|6b|ploče
ulica stjepana radića|11|ploče
ulica vladimira nazora|20a|ploče
ulica radoševa glavica|5|ploče
ulica kralja petra svačića|9a|ploče
biokovska obala|73|ploče
ulica stjepana radića|17|ploče
biokovska obala|67|ploče
staševačka|23|ploče
ulica tina ujevića|10|ploče
plinjanska|4|ploče
vukovarska|2|ploče
biokovska obala|17|ploče
primorska cesta|7d|ploče
trg kralja tomislava|17a|ploče
plinjanska|15|ploče
put poljuće|19|baćina
ulica kralja petra svačića|12|ploče
trg ploča|1b|baćina
plinjanska|31|ploče
ulica stjepana radića|8|ploče
gračka|2|ploče
ulica vladimira nazora|18|ploče
ulica tina ujevića|18|ploče
dalmatinska|3|ploče
ulica radoševa glavica|8|ploče
kupališni prilaz|1|ploče
vukovarska|5|ploče
stablinska|26|ploče
stablinska|12|ploče
barbirski put|6|ploče
ulica vladimira nazora|24|ploče
ulica tina ujevića|3|ploče
biokovska obala|1|ploče
ulica radoševa glavica|38|ploče
plinjanska|65|ploče
staševačka|7|ploče
obala dr. franje tuđmana|2|ploče
put poljuće|2|baćina
trg kralja tomislava|24|ploče
ulica fra. luke vladimirovića|18|ploče
staševačka|11|ploče
trg kralja tomislava|13|ploče
trg kralja tomislava|21|ploče
ulica vladimira nazora|20|ploče
barbirski put|14|ploče
vukovarska|31|ploče
ulica radoševa glavica|24|ploče
put poljuće|21|baćina
crna rika|3|ploče
ulica radoševa glavica|18|ploče
ulica radoševa glavica|9|ploče
gračka|4|ploče
25. ožujka|5|baćina
ulica vladimira nazora|14|ploče
staševačka|25|ploče
ulica stjepana radića|21|ploče
barbirski put|19|ploče
stablinska|1b|ploče
put poljuće|18|baćina
ulica kralja petra svačića|8a|ploče
obala neretljanskih gusara|1|ploče
ulica silvija strahimira kranjčevića|6|ploče
stablinska|25a|ploče
staševačka|27|ploče
vukovarska|1|ploče
put poljuće|4|baćina
plinjanska|77|ploče
obala neretljanskih gusara|10|ploče
barbirski put|15|ploče
rogotinska|10|ploče
barbirski put|18|ploče
ulica radoševa glavica|28b|ploče
plinjanska|77a|ploče
trg kralja tomislava|23|ploče
plinjanska|41|ploče
plinjanska|75|ploče
barbirski put|2|ploče
staševačka|14|ploče
trg kralja tomislava|16|ploče
plinjanska|81|ploče
plinjanska|18|ploče
plinjanska|25|ploče
put portine|19|baćina
stablinska|59|ploče
stablinska|2|ploče
gračka|8|ploče
gračka|11|ploče
ulica radoševa glavica|14a|ploče
staševačka|40|ploče
plinjanska|36a|ploče
ulica kralja petra svačića|7a|ploče
put portine|33|baćina
trg prišnica|8|ploče
rogotinska|1|ploče
put portine|12|baćina
staševačka|12|ploče
ulica radoševa glavica|3|ploče
biokovska obala|15|ploče
plinjanska|37|ploče
put portine|27|baćina
put baćine|5a|baćina
vukovarska|33|ploče
put portine|17|baćina
ulica kralja petra svačića|10a|ploče
oko jažve|2a|ploče
dalmatinska|2a|ploče
trg kralja tomislava|4|ploče
ulica radoševa glavica|14|ploče
ulica prišnica|3|ploče
ulica ruđera boškovića|12|ploče
stablinska|67|ploče
trg kralja tomislava|9|ploče
biokovska obala|47|ploče
ulica vladimira nazora|55|ploče
plinjanska|23|ploče
ulica radoševa glavica|6|ploče
staševačka|2|ploče
staševačka|3|ploče
trg kralja tomislava|3|ploče
oko jažve|2|ploče
stablinska|55|ploče
staševačka|44|ploče
trg bana josipa jelačića|4|ploče
dalmatinska|1h|ploče
put portine|30|baćina
trg bana josipa jelačića|3|ploče
put poljuće|12a|baćina
ulica kralja petra svačića|11|ploče
gračka|12|ploče
staševačka|18b|ploče
ulica vladimira nazora|19|ploče
oko jažve|8|ploče
put portine|25|baćina
gračka|6|ploče
rogotinska|20|ploče
ulica silvija strahimira kranjčevića|8|ploče
stablinska|73|ploče
stablinska|28|ploče
ulica vladimira nazora|23|ploče
biokovska obala|11|ploče
put poljuće|11|baćina
trg bana josipa jelačića|5|ploče
ulica kralja petra svačića|2|ploče
put baćine|4|baćina
biokovska obala|53|ploče
staševačka|31|ploče
stablinska|16|ploče
barbirski put|16a|ploče
trg prišnica|7|ploče
stablinska|23a|ploče
staševačka|47|ploče
plinjanska|42|ploče
dalmatinska|4|ploče
plinjanska|12|ploče
plinjanska|69|ploče
dalmatinska|6|ploče
stablinska|11|ploče
trg kralja tomislava|14|ploče
trg bana josipa jelačića|8|ploče
vukovarska|21|ploče
put portine|29a|baćina
ulica prišnica|2|ploče
ulica kralja petra svačića|3|ploče
put portine|22|baćina
staševačka|15|ploče
crna rika|1|ploče
ulica vladimira nazora|37|ploče
staševačka|8|ploče
ulica radoševa glavica|1|ploče
25. ožujka|1a|baćina
trg prišnica|3|ploče
trg kralja tomislava|15|ploče
ulica kralja petra svačića|11b|ploče
biokovska obala|41|ploče
ulica tina ujevića|22|ploče
oko jažve|6|ploče
stablinska|20b|ploče
put portine|6|baćina
vukovarska|8|ploče
plinjanska|38a|ploče
put portine|32a|baćina
put pline|16|ploče
velika bara|5|baćina
rogotinska|14|ploče
stablinska|9|ploče
trg kralja tomislava|26|ploče
ulica ruđera boškovića|10|ploče
ulica kralja petra svačića|7|ploče
dalmatinska|1i|ploče
ulica stjepana radića|2|ploče
ulica fra. luke vladimirovića|14b|ploče
plinjanska|2|ploče
dalmatinska|5|ploče
glavna cesta|2|ploče
rogotinska|3|ploče
staševačka|26|ploče
ulica stjepana radića|13|ploče
ulica radoševa glavica|22|ploče
trg bana josipa jelačića|1|ploče
velika bara|1|baćina
biokovska obala|35|ploče
ulica fra. luke vladimirovića|8|ploče
rogotinska|18|ploče
put portine|24|baćina
biokovska obala|71|ploče
trg prišnica|2|ploče
trg bana josipa jelačića|7|ploče
velika bara|6|baćina
ulica fra. luke vladimirovića|10|ploče
ulica vladimira nazora|13|ploče
stablinska|8|ploče
put pline|18|ploče
25. ožujka|3|baćina
plinjanska|26|ploče
dalmatinska|8a|ploče
stablinska|53a|ploče
put poljuće|1|baćina
ulica tina ujevića|1|ploče
dalmatinska|7|ploče
trg ploča|2|baćina
rogotinska|6|ploče
put portine|4|baćina
rogotinska|16|ploče
ulica don. mihovila pavlinovića|5|ploče
ulica stjepana radića|19|ploče
ulica vladimira nazora|5|ploče
plinjanska|71|ploče
primorska cesta|2|ploče
vukovarska|25|ploče
dalmatinska|5a|ploče
plinjanska|63|ploče
stablinska|4|ploče
vukovarska|27|ploče
plinjanska|24|ploče
ulica radoševa glavica|26|ploče
staševačka|24a|ploče
ulica tina ujevića|24|ploče
stablinska|1f|ploče
plinjanska|67|ploče
gračka|7|ploče
ulica silvija strahimira kranjčevića|10|ploče
put portine|31|baćina
plinjanska|3|ploče
biokovska obala|5|ploče
plinjanska|8|ploče
ulica fra. luke vladimirovića|4|ploče
put poljuće|17|baćina
plinjanska|14|ploče
obala kralja petra krešimira iv|1|ploče
put poljuće|25|baćina
ulica vladimira nazora|11|ploče
plinjanska|28|ploče
put portine|21|baćina
25. ožujka|7|baćina
primorska cesta|9|ploče
ulica vladimira nazora|57|ploče
gračka|3|ploče
biokovska obala|15a|ploče
put baćine|9|baćina
plinjanska|57|ploče
1. svibnja|5|baćina
dalmatinska|2|ploče
vukovarska|23|ploče
stablinska|1d|ploče
ulica kralja petra svačića|10|ploče
plinjanska|10|ploče
ulica stjepana radića|15|ploče
ulica kralja petra svačića|4|ploče
biokovska obala|55|ploče
dalmatinska|10|ploče
ulica kralja petra svačića|5a|ploče
gračka|10|ploče
ulica vladimira nazora|31|ploče
ulica vladimira nazora|3|ploče
staševačka|9|ploče
plinjanska|29|ploče
trg kralja tomislava|12|ploče
plinjanska|5b|ploče
rogotinska|4|ploče
stablinska|25|ploče
ulica don. mihovila pavlinovića|3|ploče
ulica fra. luke vladimirovića|20|ploče
ulica kralja petra svačića|11c|ploče
biokovska obala|31|ploče
biokovska obala|27|ploče
vukovarska|29|ploče
obala neretljanskih gusara|2|ploče
put baćine|5|baćina
rogotinska|7|ploče
rogotinska|11|ploče
stablinska|20|ploče
barbirski put|20|ploče
staševačka|22|ploče
put portine|11|baćina
trg bana josipa jelačića|9|ploče
velika bara|3|baćina
trg kralja tomislava|8|ploče
rogotinska|9|ploče
plinjanska|5|ploče
biokovska obala|21|ploče
stablinska|75|ploče
obala neretljanskih gusara|4|ploče
stablinska|20a|ploče
barbirski put|4|ploče
ulica vladimira nazora|4|ploče
ulica tina ujevića|12|ploče
staševačka|6|ploče
oko jažve|12a|ploče
biokovska obala|13|ploče
stablinska|1|ploče
trg kralja tomislava|20|ploče
put pline|6|ploče
ulica fra. luke vladimirovića|14|ploče
plinjanska|83|ploče
25. ožujka|15|baćina
ulica stjepana radića|7|ploče
ulica radoševa glavica|32|ploče
ulica don. mihovila pavlinovića|7|ploče
primorska cesta|13|ploče
trg kralja tomislava|18|ploče
put poljuće|3|baćina
put portine|5|baćina
put portine|23|baćina
ulica tina ujevića|20|ploče
ulica prišnica|1|ploče
trg bana josipa jelačića|10|ploče
vukovarska|15|ploče
ulica stjepana radića|9|ploče
stablinska|53|ploče
ulica ruđera boškovića|6|ploče
barbirski put|16|ploče
stablinska|51a|ploče
barbirski put|1|ploče
ulica kralja petra svačića|11a|ploče
velika bara|4|baćina
ulica fra. andrije kačića-miošića|4|ploče
ulica radoševa glavica|20|ploče
ulica radoševa glavica|36|ploče
ulica kralja petra svačića|8|ploče
biokovska obala|49a|ploče
stablinska|49|ploče
primorska cesta|7b|ploče
plinjanska|20|ploče
stablinska|29|ploče
cesta b1|5|ploče
1. svibnja|7|baćina
put portine|18|baćina
plinjanska|53|ploče
put portine|16|baćina
put portine|32|baćina
plinjanska|7|ploče
ulica radoševa glavica|7|ploče
put pline|2|ploče
trg kralja tomislava|22|ploče
put baćine|2|baćina
put portine|1|baćina
ulica vladimira nazora|29|ploče
put portine|29|baćina
ulica fra. luke vladimirovića|26|ploče
vukovarska|11|ploče
biokovska obala|43|ploče
plinjanska|21b|ploče
plinjanska|40|ploče
biokovska obala|45|ploče
ulica fra. andrije kačića-miošića|2|ploče
biokovska obala|19|ploče
ulica fra. luke vladimirovića|24|ploče
ulica vladimira nazora|21|ploče
biokovska obala|3|ploče
crna rika|7|ploče
ulica kralja petra svačića|6a|ploče
ulica kralja petra svačića|10c|ploče
plinjanska|21a|ploče
ulica fra. luke vladimirovića|2|ploče
trg kralja tomislava|25|ploče
put poljuće|20|baćina
vukovarska|4|ploče
oko jažve|14|ploče
put poljuće|15|baćina
stablinska|59a|ploče
primorska cesta|11|ploče
dalmatinska|8|ploče
stablinska|17|ploče
trg kralja tomislava|1|ploče
obala dr. franje tuđmana|1|ploče
ulica stjepana radića|5|ploče
ulica don. mihovila pavlinovića|1|ploče
ulica ruđera boškovića|2|ploče
ulica tina ujevića|6|ploče
